ID;Name;Longitude_WGS84;Latitude_WGS84;NameOfStation;Line;LittleFunctionalBPAAmount;BPAAmount;RepairOfEscalators
844;Кутузовская, вход-выход в северный вестибюль;37.534101;55.7405718;Кутузовская;Филёвская линия;3;3;
308;Ленинский проспект, вход в южный вестибюль;37.5850864;55.7068188;Ленинский проспект;Калужско-Рижская линия;3;3;
439;Марьино, вход-выход 1 в северный вестибюль;37.743045;55.651236;Марьино;Люблинско-Дмитровская линия;5;5;
442;Марьино, вход-выход 4 в северный вестибюль;37.7431633;55.6509113;Марьино;Люблинско-Дмитровская линия;5;5;
131;Маяковская, вход в северный вестибюль;37.594548;55.771143;Маяковская;Замоскворецкая линия;2;2;
134;Маяковская, вход-выход 2 в южный вестибюль;37.596533;55.76926;Маяковская;Замоскворецкая линия;4;4;
553;Нагорная, вход-выход 2 в вестибюль;37.6110945;55.6728519;Нагорная;Серпуховско-Тимирязевская линия;4;4;
549;Нахимовский проспект, вход-выход 1 в северный вестибюль;37.6062028;55.663502;Нахимовский проспект;Серпуховско-Тимирязевская линия;4;4;
551;Нахимовский проспект, вход-выход 3 в северный вестибюль;37.6069995;55.6635432;Нахимовский проспект;Серпуховско-Тимирязевская линия;4;4;
547;Нахимовский проспект, вход-выход 1 в южный вестибюль;37.6041081;55.661613;Нахимовский проспект;Серпуховско-Тимирязевская линия;4;4;
548;Нахимовский проспект, вход-выход 2 в южный вестибюль;37.6047437;55.6617517;Нахимовский проспект;Серпуховско-Тимирязевская линия;4;4;
550;Нахимовский проспект, вход-выход 2 в северный вестибюль;37.6061591;55.6637839;Нахимовский проспект;Серпуховско-Тимирязевская линия;4;4;
226;Новогиреево, вход-выход 2 в западный вестибюль;37.8145804;55.7522622;Новогиреево;Калининская линия;6;6;
228;Новогиреево, вход-выход 4 в западный вестибюль;37.81491;55.751722;Новогиреево;Калининская линия;6;6;
232;Новогиреево, вход-выход 4 в восточный вестибюль;37.8185824;55.7512382;Новогиреево;Калининская линия;7;7;
229;Новогиреево, вход-выход 1 в восточный вестибюль;37.8184026;55.7516932;Новогиреево;Калининская линия;7;7;
236;Новокосино, вход-выход 1 в восточный вестибюль;37.8655979;55.7461213;Новокосино;Калининская линия;2;2;
237;Новокосино, вход-выход 2 в восточный вестибюль;37.8658385;55.744476;Новокосино;Калининская линия;2;2;
235;Новокосино, вход-выход 3 в западный вестибюль;37.8625401;55.7438943;Новокосино;Калининская линия;2;2;
234;Новокосино, вход-выход 2 в западный вестибюль;37.8623576;55.7441695;Новокосино;Калининская линия;2;2;
233;Новокосино, вход-выход 1 в западный вестибюль;37.861671;55.745471;Новокосино;Калининская линия;2;2;
